,Report Time,Time,Home Team,Away Team,Home Max,Away Max,Margin,Max Home Operator,Max Away Operator
2,2020-01-30 22:32,02:30,Atlanta Hawks,Philadelphia 76ers,3.4,1.36,-2.941176470588236,Cbet HW,TOPsport AW
3,2020-01-30 22:32,03:00,Boston Celtics,Golden State Warriors,1.11,8.81,-1.4408278880469472,TOPsport HW,Optibet AW
4,2020-01-30 22:32,05:30,Los Angeles Clippers,Sacramento Kings,1.1,8.73,-2.3638446318858657,TOPsport HW,Optibet AW
5,2020-01-30 22:32,05:30,Denver Nuggets,Utah Jazz,1.9,2.06,-1.1752682677567683,Cbet HW,TOPsport AW
0,2020-01-30 22:40,02:00,Cleveland Cavaliers,Toronto Raptors,5.4,1.22,-0.4857316332726125,Unibet HW,TOPsport AW
1,2020-01-30 22:40,02:00,Washington Wizards,Charlotte Hornets,1.59,2.55,-2.1087680355160954,TOPsport HW,Cbet AW
2,2020-01-30 22:40,02:30,Atlanta Hawks,Philadelphia 76ers,3.38,1.36,-3.1152105812739195,TOPsport HW,TOPsport AW
3,2020-01-30 22:40,03:00,Boston Celtics,Golden State Warriors,1.11,9.06,-1.1276176839090644,TOPsport HW,Optibet AW
4,2020-01-30 22:40,05:30,Los Angeles Clippers,Sacramento Kings,1.1,8.85,-2.2085259373394934,TOPsport HW,Optibet AW
5,2020-01-30 22:40,05:30,Denver Nuggets,Utah Jazz,1.9,2.06,-1.1752682677567683,Cbet HW,TOPsport AW
0,2020-01-30 23:00,02:00,Cleveland Cavaliers,Toronto Raptors,5.4,1.22,-0.4857316332726125,Unibet HW,TOPsport AW
1,2020-01-30 23:00,02:00,Washington Wizards,Charlotte Hornets,1.59,2.55,-2.1087680355160954,TOPsport HW,Cbet AW
2,2020-01-30 23:00,02:30,Atlanta Hawks,Philadelphia 76ers,3.38,1.36,-3.1152105812739195,TOPsport HW,TOPsport AW
3,2020-01-30 23:00,03:00,Boston Celtics,Golden State Warriors,1.11,9.13,-1.0429926092576591,TOPsport HW,Optibet AW
4,2020-01-30 23:00,05:30,Los Angeles Clippers,Sacramento Kings,1.1,8.94,-2.094773235712831,TOPsport HW,Optibet AW
5,2020-01-30 23:00,05:30,Denver Nuggets,Utah Jazz,1.9,2.06,-1.1752682677567683,Cbet HW,TOPsport AW
0,2020-01-30 23:16,02:00,Cleveland Cavaliers,Toronto Raptors,5.4,1.22,-0.4857316332726125,Unibet HW,TOPsport AW
1,2020-01-30 23:16,02:00,Washington Wizards,Charlotte Hornets,1.6,2.51,-2.340637450199207,Cbet HW,TOPsport AW
2,2020-01-30 23:16,02:30,Atlanta Hawks,Philadelphia 76ers,3.38,1.36,-3.1152105812739195,TOPsport HW,TOPsport AW
3,2020-01-30 23:16,03:00,Boston Celtics,Golden State Warriors,1.11,9.03,-1.1642872107988298,TOPsport HW,Optibet AW
4,2020-01-30 23:16,05:30,Los Angeles Clippers,Sacramento Kings,1.1,8.94,-2.094773235712831,TOPsport HW,Optibet AW
5,2020-01-30 23:16,05:30,Denver Nuggets,Utah Jazz,1.9,2.06,-1.1752682677567683,Cbet HW,TOPsport AW
0,2020-01-30 23:24,02:00,Cleveland Cavaliers,Toronto Raptors,5.4,1.22,-0.4857316332726125,Unibet HW,TOPsport AW
1,2020-01-30 23:24,02:00,Washington Wizards,Charlotte Hornets,1.6,2.51,-2.340637450199207,Cbet HW,TOPsport AW
2,2020-01-30 23:24,02:30,Atlanta Hawks,Philadelphia 76ers,3.38,1.36,-3.1152105812739195,TOPsport HW,TOPsport AW
3,2020-01-30 23:24,03:00,Boston Celtics,Golden State Warriors,1.11,9.11,-1.0670384984325612,TOPsport HW,Optibet AW
4,2020-01-30 23:24,05:30,Los Angeles Clippers,Sacramento Kings,1.1,9.15,-1.8380526577247855,TOPsport HW,Optibet AW
5,2020-01-30 23:24,05:30,Denver Nuggets,Utah Jazz,1.9,2.06,-1.1752682677567683,Cbet HW,TOPsport AW
0,2020-01-30 23:32,02:00,Cleveland Cavaliers,Toronto Raptors,5.4,1.22,-0.4857316332726125,Unibet HW,TOPsport AW
1,2020-01-30 23:32,02:00,Washington Wizards,Charlotte Hornets,1.6,2.51,-2.340637450199207,Cbet HW,TOPsport AW
2,2020-01-30 23:32,02:30,Atlanta Hawks,Philadelphia 76ers,3.38,1.36,-3.1152105812739195,TOPsport HW,TOPsport AW
3,2020-01-30 23:32,03:00,Boston Celtics,Golden State Warriors,1.11,8.94,-1.2757724167120053,TOPsport HW,Optibet AW
4,2020-01-30 23:32,05:30,Los Angeles Clippers,Sacramento Kings,1.1,9.19,-1.7904837273716459,TOPsport HW,Optibet AW
5,2020-01-30 23:32,05:30,Denver Nuggets,Utah Jazz,1.9,2.06,-1.1752682677567683,Cbet HW,TOPsport AW
0,2020-01-30 23:40,02:00,Cleveland Cavaliers,Toronto Raptors,5.4,1.22,-0.4857316332726125,Unibet HW,TOPsport AW
1,2020-01-30 23:40,02:00,Washington Wizards,Charlotte Hornets,1.6,2.51,-2.340637450199207,Cbet HW,TOPsport AW
2,2020-01-30 23:40,02:30,Atlanta Hawks,Philadelphia 76ers,3.38,1.37,-2.57849954649505,TOPsport HW,Cbet AW
3,2020-01-30 23:40,03:00,Boston Celtics,Golden State Warriors,1.11,8.94,-1.2757724167120053,TOPsport HW,Optibet AW
4,2020-01-30 23:40,05:30,Los Angeles Clippers,Sacramento Kings,1.1,9.19,-1.7904837273716459,TOPsport HW,Optibet AW
5,2020-01-30 23:40,05:30,Denver Nuggets,Utah Jazz,1.9,2.06,-1.1752682677567683,Cbet HW,TOPsport AW
0,2020-01-30 23:48,02:00,Cleveland Cavaliers,Toronto Raptors,5.4,1.22,-0.4857316332726125,Unibet HW,TOPsport AW
